Country,State,District,Year,"Cases Due To Plasmodium Falciparum (UOM:%(Percentage)), Scaling Factor:1","Annual Blood Examination Rate (UOM:Number), Scaling Factor:1","Annual Parasite Incidence (UOM:Number), Scaling Factor:1","Slide Positivity Rate  (UOM:Number), Scaling Factor:1","Annual Falciparum Incidence   (UOM:Number), Scaling Factor:1","Slide Falciparum Rate  (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Vivax Malaria (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Falciparum Malaria (UOM:Number), Scaling Factor:1","Population (UOM:Number), Scaling Factor:1","Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Blood Smears Examined  (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Total Indigenous Malaria Positives (UOM:Number), Scaling Factor:1","Repeat Tests Or Re-Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Examined (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Mixed Indigenous And Non Indigenous Malaria Infections (UOM:Number), Scaling Factor:1","Total Of Indigenous And Non Indigenous Cases (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Others (UOM:Number), Scaling Factor:1"
India,Maharashtra,Nandurbar,"Calendar Year (Jan - Dec), 2020",12.5,11.3,0,0,0,0,0,0,1954,,,,,,,8,217682,3154,217682,3154,220836,220836,7,1,0,8,,,,,,,,,,,,,,,,,
India,Maharashtra,Nashik,"Calendar Year (Jan - Dec), 2020",0,9.1,0,0,0,0,0,0,6835,,,,,,,2,608208,13936,608208,13936,622144,622144,2,0,0,2,,,,,,,,,,,,,,,,,
India,Maharashtra,Palghar,"Calendar Year (Jan - Dec), 2020",1.82,7.26,0.01,0.02,0,0,0,0,4252,,,,,,,55,291866,17002,291866,17002,308868,308868,54,1,0,55,,,,,,,,,,,,,,,,,
India,Maharashtra,Parbhani,"Calendar Year (Jan - Dec), 2020",0,12.4,0,0,0,0,0,0,2149,,,,,,,1,266398,0,266398,0,266398,266398,1,0,0,1,,,,,,,,,,,,,,,,,
India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2020",0,6.2,0,0,0,0,0,0,8865,,,,,,,4,549935,90,549935,90,550025,550025,4,0,0,4,,,,,,,,,,,,,,,,,
India,Maharashtra,Raigad,"Calendar Year (Jan - Dec), 2020",1.47,7.32,0.02,0.03,0,0,0,0,3580,,,,,,,68,261568,316,261568,316,261884,261884,67,1,0,68,,,,,,,,,,,,,,,,,
India,Maharashtra,Ratnagiri,"Calendar Year (Jan - Dec), 2020",7.69,8.66,0.01,0.01,0,0,0,0,1565,,,,,,,13,134020,0,135543,0,134020,135543,12,1,0,13,,,,,,,,,,,,,,,,,
India,Maharashtra,Sangli,"Calendar Year (Jan - Dec), 2020",30.77,10.09,0,0,0,0,0,0,3059,,,,,,,13,295771,10400,298221,10400,306171,308621,9,4,0,13,,,,,,,,,,,,,,,,,
India,Maharashtra,Satara,"Calendar Year (Jan - Dec), 2020",0,9.9,0.01,0.01,0,0,0,0,3099,,,,,,,30,305903,0,306723,0,305903,306723,30,0,0,30,,,,,,,,,,,,,,,,,
India,Maharashtra,Sindhudurg,"Calendar Year (Jan - Dec), 2020",100,14.37,0.03,0.02,0.03,0.02,0,0,828,,,,,,,24,118989,0,118989,24,118989,119013,0,0,24,24,,,,,,,,,,,,,,,,,
India,Maharashtra,Solapur,"Calendar Year (Jan - Dec), 2020",50,6.65,0,0,0,0,0,0,4759,,,,,,,2,316476,0,316548,0,316476,316548,1,1,0,2,,,,,,,,,,,,,,,,,
India,Maharashtra,Thane,"Calendar Year (Jan - Dec), 2020",5.15,3.5,0.05,0.15,0,0.01,0,0,10529,,,,,,,544,367689,807,367689,807,368496,368496,516,27,1,544,,,,,,,,,,,,,,,,,
India,Maharashtra,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",21.6000000000000000,16.01,0.39,0.57,0.02,0.03,0,0,19262,,,,,,,5021,1159486,802,1160476,802,1160288,1161278,4773,201,47,5021,,,,,,,,,,,,,,,,,
India,Maharashtra,Wardha,"Calendar Year (Jan - Dec), 2020",,15.87,0,0,0,0,0,0,1321,,,,,,,0,182121,6641,203066,6641,188762,209707,0,0,0,0,,,,,,,,,,,,,,,,,
India,Maharashtra,Washim,"Calendar Year (Jan - Dec), 2020",,10.55,0,0,0,0,0,0,1214,,,,,,,0,128019,0,128019,0,128019,128019,0,0,0,0,,,,,,,,,,,,,,,,,
India,Maharashtra,Yavatmal,"Calendar Year (Jan - Dec), 2020",50,11.39,0,0,0,0,0,0,3069,,,,,,,2,349665,0,349665,0,349665,349665,1,1,0,2,,,,,,,,,,,,,,,,,
India,Manipur,Bishnupur,"Calendar Year (Jan - Dec), 2020",,5.58,0,0,0,0,0,0,260,,,,,,,0,4389,10118,4389,10118,14507,14507,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2020",,7.08,0,0,0,0,0,0,73,,,,,,,0,1427,3745,1427,3745,5172,5172,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2020",52.94,16.13,0.08,0.05,0.04,0.03,0,1,203,,,,,,,17,3168,29575,3168,29575,32743,32743,8,9,0,17,,,,,,,,,,,,,,,,,
India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2020",0,4.64,0.01,0.01,0,0,0,0,364,,,,,,,2,1936,14962,1936,14962,16898,16898,2,0,0,2,,,,,,,,,,,,,,,,,
India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2020",,3.6,0,0,0,0,0,0,357,,,,,,,0,6027,6839,6027,6839,12866,12866,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Jiribam,"Calendar Year (Jan - Dec), 2020",,1.63,0,0,0,0,0,0,46,,,,,,,0,256,494,256,494,750,750,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Kakching,"Calendar Year (Jan - Dec), 2020",,1.6,0,0,0,0,0,0,156,,,,,,,0,1095,1400,1095,1400,2495,2495,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Kamjong,"Calendar Year (Jan - Dec), 2020",,7.8,0,0,0,0,0,0,48,,,,,,,0,1202,2542,1202,2542,3744,3744,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Kangpokpi,"Calendar Year (Jan - Dec), 2020",,9.67,0,0,0,0,0,0,154,,,,,,,0,537,14356,537,14356,14893,14893,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Noney,"Calendar Year (Jan - Dec), 2020",92.31,13.05,0.26,0.2,0.24,0.18,0,1,50,,,,,,,13,1127,5400,1127,5400,6527,6527,1,12,0,13,,,,,,,,,,,,,,,,,
India,Manipur,Pherzawl,"Calendar Year (Jan - Dec), 2020",,11.39,0,0,0,0,0,0,48,,,,,,,0,1496,3969,1496,3969,5465,5465,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2020",0,13.18,0.01,0.01,0,0,0,0,289,,,,,,,4,20124,17969,20124,17969,38093,38093,4,0,0,4,,,,,,,,,,,,,,,,,
India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2020",,12.56,0,0,0,0,0,0,82,,,,,,,0,2433,7868,2433,7868,10301,10301,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Tengnoupal,"Calendar Year (Jan - Dec), 2020",,15.32,0,0,0,0,0,0,49,,,,,,,0,913,6592,913,6592,7505,7505,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Thoubal,"Calendar Year (Jan - Dec), 2020",,4.86,0,0,0,0,0,0,291,,,,,,,0,730,13425,730,13425,14155,14155,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Ukhrul,"Calendar Year (Jan - Dec), 2020",,3.94,0,0,0,0,0,0,148,,,,,,,0,1580,4247,1580,4247,5827,5827,0,0,0,0,,,,,,,,,,,,,,,,,
India,Manipur,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",,0.05,0,0,0,0,0,0,220,,,,,,,0,28,91,28,91,119,119,0,0,0,0,,,,,,,,,,,,,,,,,
India,Meghalaya,East Garo Hills,"Calendar Year (Jan - Dec), 2020",98.09,38.34,1.13,0.29,1.11,0.29,0,2,185,,,,,,,209,27258,43664,27258,43664,70922,70922,4,205,0,209,,,,,,,,,,,,,,,,,
India,Meghalaya,East Jaintia Hills,"Calendar Year (Jan - Dec), 2020",33.33,3.72,0.02,0.05,0.01,0.02,0,0,172,,,,,,,3,4291,2111,4287,2111,6402,6398,2,1,0,3,,,,,,,,,,,,,,,,,
India,Meghalaya,East Khasi Hills,"Calendar Year (Jan - Dec), 2020",62.5,1.88,0.01,0.04,0.01,0.03,0,0,952,,,,,,,8,6657,11211,6657,11211,17868,17868,3,5,0,8,,,,,,,,,,,,,,,,,
India,Meghalaya,North Garo Hills,"Calendar Year (Jan - Dec), 2020",96.19,21.29,0.49,0.23,0.47,0.22,0,0,215,,,,,,,105,14512,31252,14512,31252,45764,45764,4,99,2,105,,,,,,,,,,,,,,,,,
India,Meghalaya,Ri Bhoi,"Calendar Year (Jan - Dec), 2020",81.82,10.62,0.14,0.13,0.11,0.11,0,0,321,,,,,,,44,21007,13075,21007,13075,34082,34082,8,35,1,44,,,,,,,,,,,,,,,,,
India,Meghalaya,South Garo Hills,"Calendar Year (Jan - Dec), 2020",96.1,28.62,6.33,2.21,6.08,2.13,0,1,166,,,,,,,1051,17324,30267,17245,30267,47591,47512,41,1010,0,1051,,,,,,,,,,,,,,,,,
India,Meghalaya,South West Garo Hills,"Calendar Year (Jan - Dec), 2020",95.45,14.59,0.11,0.07,0.1,0.07,0,0,206,,,,,,,22,20841,9214,20841,9214,30055,30055,1,19,2,22,,,,,,,,,,,,,,,,,
India,Meghalaya,South West Khasi Hills,"Calendar Year (Jan - Dec), 2020",,4.81,0,0,0,0,0,0,125,,,,,,,0,2369,3664,2354,3664,6033,6018,0,0,0,0,,,,,,,,,,,,,,,,,
India,Meghalaya,West Garo Hills,"Calendar Year (Jan - Dec), 2020",94.29,11.71,0.3,0.26,0.29,0.24,0,0,577,,,,,,,175,45958,21613,45958,21613,67571,67571,10,157,8,175,,,,,,,,,,,,,,,,,
India,Meghalaya,West Jaintia Hills,"Calendar Year (Jan - Dec), 2020",8.06,6.97,0.53,0.77,0.04,0.06,0,1,348,,,,,,,186,16916,7330,16916,7330,24246,24246,171,12,3,186,,,,,,,,,,,,,,,,,
India,Meghalaya,West Khasi Hills,"Calendar Year (Jan - Dec), 2020",96.28,11.43,0.56,0.49,0.54,0.47,0,0,383,,,,,,,215,15749,28067,15710,28067,43816,43777,8,207,0,215,,,,,,,,,,,,,,,,,
India,Mizoram,Champhai,"Calendar Year (Jan - Dec), 2020",50,19.23,0.14,0.07,0.07,0.04,0,0,139,,,,,,,20,10430,16300,10430,16300,26730,26730,10,10,0,20,,,,,,,,,,,,,,,,,
India,Mizoram,Kolasib,"Calendar Year (Jan - Dec), 2020",62.86,20.09,0.38,0.19,0.24,0.12,0,2,91,,,,,,,35,2416,15867,2416,15867,18283,18283,13,22,0,35,,,,,,,,,,,,,,,,,
India,Mizoram,Lawngtlai,"Calendar Year (Jan - Dec), 2020",82.51,27.7,24.33,8.78,20.07,7.25,0,4,137,,,,,,,3333,6036,31916,6036,31916,37952,37952,583,2734,16,3333,,,,,,,,,,,,,,,,,
India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2020",89.79,22.56,19.83,8.79,17.81,7.89,0,0,161,,,,,,,3193,4078,32239,4078,32239,36317,36317,326,2831,36,3193,,,,,,,,,,,,,,,,,
India,Mizoram,Mamit,"Calendar Year (Jan - Dec), 2020",84.32,25.47,7.57,2.97,6.39,2.51,0,0,96,,,,,,,727,3420,21028,3420,21028,24448,24448,114,609,4,727,,,,,,,,,,,,,,,,,
India,Mizoram,Serchhip,"Calendar Year (Jan - Dec), 2020",50,44.53,0.26,0.06,0.13,0.03,0,0,68,,,,,,,18,8742,21537,8742,21537,30279,30279,9,9,0,18,,,,,,,,,,,,,,,,,
India,Mizoram,Siaha,"Calendar Year (Jan - Dec), 2020",46,30.08,6.16,2.05,2.84,0.94,0,0,67,,,,,,,413,10510,9645,10510,9645,20155,20155,223,190,0,413,,,,,,,,,,,,,,,,,
India,Mizoram,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",150.3700000000000000,43.69,0.21,0.10,0.15,0.07,0,0,451,,,,,,,42,46606,51530,46606,51530,98136,98136,11,30,1,42,,,,,,,,,,,,,,,,,
India,Nagaland,Dimapur,"Calendar Year (Jan - Dec), 2020",100,6.49,0.01,0.01,0.01,0.01,0,0,182,,,,,,,1,3033,8778,3033,8778,11811,11811,0,0,1,1,,,,,,,,,,,,,,,,,
India,Nagaland,Kiphire,"Calendar Year (Jan - Dec), 2020",,11.41,0,0,0,0,0,0,74,,,,,,,0,3182,5258,3182,5258,8440,8440,0,0,0,0,,,,,,,,,,,,,,,,,
India,Nagaland,Kohima,"Calendar Year (Jan - Dec), 2020",,8.15,0,0,0,0,0,0,268,,,,,,,0,12193,9657,12193,9657,21850,21850,0,0,0,0,,,,,,,,,,,,,,,,,
India,Nagaland,Longleng,"Calendar Year (Jan - Dec), 2020",,15.99,0,0,0,0,0,0,51,,,,,,,0,2458,5696,2458,5696,8154,8154,0,0,0,0,,,,,,,,,,,,,,,,,
India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2020",,5.58,0,0,0,0,0,0,195,,,,,,,0,7841,3040,7841,3040,10881,10881,0,0,0,0,,,,,,,,,,,,,,,,,
India,Nagaland,Mon,"Calendar Year (Jan - Dec), 2020",100,4.76,0.02,0.03,0.02,0.03,0,0,250,,,,,,,4,5246,6665,5246,6665,11911,11911,0,1,3,4,,,,,,,,,,,,,,,,,
India,Nagaland,Peren,"Calendar Year (Jan - Dec), 2020",100,8.9,0.03,0.04,0.03,0.04,0,0,95,,,,,,,3,2676,5780,2676,5780,8456,8456,0,3,0,3,,,,,,,,,,,,,,,,,
India,Nagaland,Phek,"Calendar Year (Jan - Dec), 2020",0,7.82,0.01,0.01,0,0,0,0,163,,,,,,,1,4604,8137,4604,8137,12741,12741,1,0,0,1,,,,,,,,,,,,,,,,,
India,Nagaland,Tuensang,"Calendar Year (Jan - Dec), 2020",100,5.71,0.01,0.01,0.01,0.01,0,0,197,,,,,,,1,5990,5255,5990,5255,11245,11245,0,1,0,1,,,,,,,,,,,,,,,,,
India,Nagaland,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",,4.33,0,0,0,0,0,0,197,,,,,,,0,3187,5346,3187,5346,8533,8533,0,0,0,0,,,,,,,,,,,,,,,,,
India,Nagaland,Wokha,"Calendar Year (Jan - Dec), 2020",50,11.02,0.01,0.01,0.01,0.01,0,0,166,,,,,,,2,11836,6465,11836,6465,18301,18301,1,1,0,2,,,,,,,,,,,,,,,,,
India,Nagaland,Zunheboto,"Calendar Year (Jan - Dec), 2020",,5.38,0,0,0,0,0,0,141,,,,,,,0,5774,1812,5774,1812,7586,7586,0,0,0,0,,,,,,,,,,,,,,,,,
India,Odisha,Anugul,"Calendar Year (Jan - Dec), 2020",88.99,13.95,0.08,0.06,0.07,0.05,0,3,1366,,,,,,,109,31902,158631,31902,158631,190533,190533,12,97,0,109,,,,,,,,,,,,,,,,,
India,Odisha,Balangir,"Calendar Year (Jan - Dec), 2020",59.84,14.47,0.55,0.38,0.33,0.23,0,0,1849,,,,,,,1016,25287,242194,25287,242194,267481,267481,408,608,0,1016,,,,,,,,,,,,,,,,,
India,Odisha,Baleshwar,"Calendar Year (Jan - Dec), 2020",28.26,7.71,0.02,0.03,0.01,0.01,0,0,2323,,,,,,,46,26356,152632,26356,152632,178988,178988,33,13,0,46,,,,,,,,,,,,,,,,,
India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2020",55.78,12.36,0.46,0.37,0.26,0.21,0,0,1587,,,,,,,735,18316,177888,18316,177888,196204,196204,325,410,0,735,,,,,,,,,,,,,,,,,
India,Odisha,Bhadrak,"Calendar Year (Jan - Dec), 2020",23.53,7.9,0.03,0.04,0.01,0.01,0,0,1582,,,,,,,51,17641,107259,17641,107259,124900,124900,39,12,0,51,,,,,,,,,,,,,,,,,
India,Odisha,Boudh,"Calendar Year (Jan - Dec), 2020",94.91,16.52,1.32,0.8,1.26,0.76,0,1,475,,,,,,,629,10167,68294,10167,68294,78461,78461,32,597,0,629,,,,,,,,,,,,,,,,,
India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2020",31.82,6.74,0.01,0.01,0,0,0,0,2875,,,,,,,22,48423,145440,48423,145440,193863,193863,15,7,0,22,,,,,,,,,,,,,,,,,
India,Odisha,Deogarh,"Calendar Year (Jan - Dec), 2020",79.07,23.93,0.13,0.05,0.1,0.04,0,0,343,,,,,,,43,20136,61950,20136,61950,82086,82086,9,34,0,43,,,,,,,,,,,,,,,,,
India,Odisha,Dhenkanal,"Calendar Year (Jan - Dec), 2020",71.95,13.17,0.06,0.05,0.05,0.04,0,0,1274,,,,,,,82,18540,149261,18540,149261,167801,167801,23,59,0,82,,,,,,,,,,,,,,,,,
India,Odisha,Gajapati,"Calendar Year (Jan - Dec), 2020",91.73,20.56,0.83,0.41,0.76,0.37,0,0,653,,,,,,,544,14682,119582,14682,119582,134264,134264,45,499,0,544,,,,,,,,,,,,,,,,,
India,Odisha,Ganjam,"Calendar Year (Jan - Dec), 2020",70.3,8.98,0.51,0.57,0.36,0.4,0,0,3765,,,,,,,1929,24087,314083,24087,314083,338170,338170,573,1356,0,1929,,,,,,,,,,,,,,,,,
India,Odisha,Jagatsinghapur,"Calendar Year (Jan - Dec), 2020",8.33,11.57,0.01,0.01,0,0,0,0,1277,,,,,,,12,18212,129521,18212,129521,147733,147733,11,1,0,12,,,,,,,,,,,,,,,,,
India,Odisha,Jajapur,"Calendar Year (Jan - Dec), 2020",58.49,9.42,0.05,0.06,0.03,0.03,0,0,2007,,,,,,,106,20011,168977,20011,168977,188988,188988,44,62,0,106,,,,,,,,,,,,,,,,,
India,Odisha,Jharsuguda,"Calendar Year (Jan - Dec), 2020",81.51,11.68,0.2,0.17,0.16,0.14,0,1,597,,,,,,,119,11354,58379,11354,58379,69733,69733,22,97,0,119,,,,,,,,,,,,,,,,,
India,Odisha,Kalahandi,"Calendar Year (Jan - Dec), 2020",94.71,16.01,5.66,3.53,5.36,3.35,0,0,1870,,,,,,,10577,41180,258259,41180,258259,299439,299439,560,10017,0,10577,,,,,,,,,,,,,,,,,
India,Odisha,Kendrapara,"Calendar Year (Jan - Dec), 2020",17.65,5.82,0.02,0.04,0,0.01,0,0,1500,,,,,,,34,8168,79070,8168,79070,87238,87238,28,6,0,34,,,,,,,,,,,,,,,,,
India,Odisha,Koraput,"Calendar Year (Jan - Dec), 2020",97.29,22.74,2.38,1.05,2.31,1.02,0,0,1492,,,,,,,3546,41380,297839,41380,297839,339219,339219,96,3450,0,3546,,,,,,,,,,,,,,,,,
India,Odisha,Malkangiri,"Calendar Year (Jan - Dec), 2020",96.5,29.77,11.59,3.89,11.19,3.76,0,1,677,,,,,,,7849,30620,170921,30620,170921,201541,201541,275,7574,0,7849,,,,,,,,,,,,,,,,,
India,Odisha,Mayurbhanj,"Calendar Year (Jan - Dec), 2020",88.25,12.62,0.17,0.14,0.15,0.12,0,0,2805,,,,,,,485,36875,317217,36875,317217,354092,354092,57,428,0,485,,,,,,,,,,,,,,,,,
India,Odisha,Nabarangpur,"Calendar Year (Jan - Dec), 2020",94.93,15.43,1.03,0.67,0.98,0.63,0,0,1378,,,,,,,1421,26866,185798,26866,185798,212664,212664,72,1349,0,1421,,,,,,,,,,,,,,,,,
India,Odisha,Nayagarh,"Calendar Year (Jan - Dec), 2020",84.68,11.11,0.21,0.19,0.18,0.16,0,0,1041,,,,,,,222,8536,107091,8536,107091,115627,115627,34,188,0,222,,,,,,,,,,,,,,,,,
India,Odisha,Nuapada,"Calendar Year (Jan - Dec), 2020",89.57,18.5,0.51,0.27,0.46,0.25,0,0,736,,,,,,,374,21349,114782,21349,114782,136131,136131,39,335,0,374,,,,,,,,,,,,,,,,,
India,Odisha,Puri,"Calendar Year (Jan - Dec), 2020",14.75,10.3,0.03,0.03,0,0,0,0,1833,,,,,,,61,12668,176072,12668,176072,188740,188740,52,9,0,61,,,,,,,,,,,,,,,,,
India,Odisha,Rayagada,"Calendar Year (Jan - Dec), 2020",92.58,30.32,4.95,1.63,4.58,1.51,0,0,1089,,,,,,,5392,36402,293733,36402,293733,330135,330135,400,4992,0,5392,,,,,,,,,,,,,,,,,
India,Odisha,Sambalpur,"Calendar Year (Jan - Dec), 2020",95.1,11.29,0.2,0.18,0.19,0.17,0,0,1007,,,,,,,204,12123,101523,12123,101523,113646,113646,10,194,0,204,,,,,,,,,,,,,,,,,
India,Odisha,Sonepur,"Calendar Year (Jan - Dec), 2020",86.33,12.49,0.41,0.33,0.36,0.29,0,0,617,,,,,,,256,11878,65181,11878,65181,77059,77059,35,221,0,256,,,,,,,,,,,,,,,,,
India,Odisha,Sundargarh,"Calendar Year (Jan - Dec), 2020",94.5,13,0.71,0.55,0.67,0.52,0,0,2453,,,,,,,1746,30962,287984,30962,287984,318946,318946,96,1650,0,1746,,,,,,,,,,,,,,,,,
India,Odisha,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2020",236.1500000000000000,57.79,4.66,1.71,4.39,1.60,0,3,5135,,,,,,,4129,82834,782148,82834,782148,864982,864982,254,3875,0,4129,,,,,,,,,,,,,,,,,
India,Puducherry,Karaikal,"Calendar Year (Jan - Dec), 2020",0,2.68,0.03,0.12,0,0,0,0,224,,,,,,,7,6000,0,6000,0,6000,6000,7,0,0,7,,,,,,,,,,,,,,,,,
India,Puducherry,Mahe,"Calendar Year (Jan - Dec), 2020",,2.77,0,0,0,0,0,0,46,,,,,,,0,1272,0,1272,0,1272,1272,0,0,0,0,,,,,,,,,,,,,,,,,
India,Puducherry,Pondicherry,"Calendar Year (Jan - Dec), 2020",0,2.4,0.01,0.03,0,0,0,0,1137,,,,,,,8,23255,3995,23255,3995,27250,27250,8,0,0,8,,,,,,,,,,,,,,,,,
India,Puducherry,Yanam,"Calendar Year (Jan - Dec), 2020",,1.86,0,0,0,0,0,0,83,,,,,,,0,1541,0,1541,0,1541,1541,0,0,0,0,,,,,,,,,,,,,,,,,
India,Punjab,Barnala,"Calendar Year (Jan - Dec), 2020",,8.99,0,0,0,0,0,0,620,,,,,,,0,50918,4799,50918,4799,55717,55717,0,0,0,0,,,,,,,,,,,,,,,,,
India,Punjab,Bathinda,"Calendar Year (Jan - Dec), 2020",0,7.08,0.01,0.01,0,0,0,0,1444,,,,,,,12,99513,2760,99513,2760,102273,102273,12,0,0,12,,,,,,,,,,,,,,,,,
India,Punjab,Faridkot,"Calendar Year (Jan - Dec), 2020",0,6.66,0,0.01,0,0,0,0,628,,,,,,,3,39439,2394,39439,2394,41833,41833,3,0,0,3,,,,,,,,,,,,,,,,,
India,Punjab,Fatehgarh Sahib,"Calendar Year (Jan - Dec), 2020",50,7.1,0,0,0,0,0,0,628,,,,,,,2,42432,2179,42432,2179,44611,44611,1,1,0,2,,,,,,,,,,,,,,,,,
India,Punjab,Fazilka,"Calendar Year (Jan - Dec), 2020",0,5.53,0.01,0.01,0,0,0,0,1112,,,,,,,7,58582,2876,58582,2876,61458,61458,7,0,0,7,,,,,,,,,,,,,,,,,
India,Punjab,Ferozepur,"Calendar Year (Jan - Dec), 2020",,5.46,0,0,0,0,0,0,1066,,,,,,,0,53804,4360,53804,4360,58164,58164,0,0,0,0,,,,,,,,,,,,,,,,,
India,Punjab,Gurdaspur,"Calendar Year (Jan - Dec), 2020",0,4.62,0,0,0,0,0,0,1820,,,,,,,3,82521,1545,82521,1545,84066,84066,3,0,0,3,,,,,,,,,,,,,,,,,
India,Punjab,Hoshiarpur,"Calendar Year (Jan - Dec), 2020",0,5.84,0.01,0.02,0,0,0,0,1769,,,,,,,16,103368,0,103368,0,103368,103368,16,0,0,16,,,,,,,,,,,,,,,,,
India,Punjab,Jalandhar,"Calendar Year (Jan - Dec), 2020",,4.03,0,0,0,0,0,0,2506,,,,,,,0,98786,2101,98786,2101,100887,100887,0,0,0,0,,,,,,,,,,,,,,,,,
India,Punjab,Kapurthala,"Calendar Year (Jan - Dec), 2020",,5.03,0,0,0,0,0,0,1016,,,,,,,0,48680,2468,48680,2468,51148,51148,0,0,0,0,,,,,,,,,,,,,,,,,
India,Punjab,Ludhiana,"Calendar Year (Jan - Dec), 2020",0,2.89,0,0.01,0,0,0,0,3636,,,,,,,7,101138,3765,101138,3765,104903,104903,7,0,0,7,,,,,,,,,,,,,,,,,
India,Punjab,Mansa,"Calendar Year (Jan - Dec), 2020",0,6.61,0.03,0.04,0,0,0,0,806,,,,,,,22,50518,2751,50518,2751,53269,53269,22,0,0,22,,,,,,,,,,,,,,,,,
India,Punjab,Moga,"Calendar Year (Jan - Dec), 2020",0,6.39,0,0,0,0,0,0,1042,,,,,,,1,62955,3637,62955,3637,66592,66592,1,0,0,1,,,,,,,,,,,,,,,,,
India,Punjab,Pathankot,"Calendar Year (Jan - Dec), 2020",0,4.17,0,0,0,0,0,0,684,,,,,,,1,27640,902,27640,902,28542,28542,1,0,0,1,,,,,,,,,,,,,,,,,
